Date(GMT),Caption,Hashtags
"Mon, 06 Oct 2025 08:01:47 GMT","Otoño es ideal para compostar hojas y restos del huerto. Con los compostadores GARANTIA, obtendrás un abono natural y reducirás residuos ♻️
¡Cuida tu jardín y el planeta!
#GRAFIbérica #compostaje
----
O outono é ideal para compostar folhas e restos da horta. Com os compostores GARANTIA, obterá um fertilizante natural e reduzirá resíduos ♻️
Cuide do seu jardim e do planeta!
#GRAFIbérica #compostagem",#GRAFIbérica #compostaje #GRAFIbérica #compostagem
"Thu, 02 Oct 2025 08:01:59 GMT","¿Sabías que con un sistema de recuperación de agua de lluvia puedes ahorrar hasta un 50 % de agua potable en el hogar? 🚿
Riega, limpia, lava y descarga el WC con agua gratuita y sin cal.

#GRAFIbérica #ahorroagua
----
Sabia que com um sistema de recuperação da água da chuva pode economizar até 50% da água potável em casa? 🚿
Rega, limpeza, lavagens e descargas sanitárias com água gratuita e sem calcário.

#GRAFIbérica #economiaágua",#GRAFIbérica #ahorroagua #GRAFIbérica #economiaágua
"Tue, 30 Sep 2025 15:06:01 GMT","Nuestros depósitos para agua contra incendios cumplen las normativas más exigentes 🔥
Resistentes, soterrados y con gran capacidad. Protección activa para cualquier entorno.
#GRAFIbérica #prevenciónincendios
----
Os nossos depósitos para água contra incêndios cumprem as normas mais exigentes 🔥
Resistentes, enterrados e com grande capacidade. Proteção ativa para qualquer ambiente.
#GRAFIbérica #prevençãoincêndios",#GRAFIbérica #prevenciónincendios #GRAFIbérica #prevençãoincêndios
"Fri, 26 Sep 2025 15:05:51 GMT","En GRAF fabricamos con hasta un 70 % de plástico reciclado ♻️
Nuestros procesos son energéticamente eficientes y cada producto está diseñado pensando en su durabilidad.
Sostenibilidad real, desde el origen.
#GRAFIbérica #producciónsostenible
----
Na GRAF fabricamos com até 70% de plástico reciclado ♻️
Os nossos processos são energeticamente eficientes e cada produto é concebido a pensar na sua durabilidade.
Sustentabilidade real, desde a origem.
#GRAFIbérica #produçãosustentável",#GRAFIbérica #producciónsostenible #GRAFIbérica #produçãosustentável
"Wed, 24 Sep 2025 13:08:07 GMT","¡Estamos en Oporto! 🌧️💧
GRAF Ibérica participa en la feria @enerh2o, el punto de encuentro de las soluciones más innovadoras para la gestión del agua. Te esperamos en Exponor, Pabellón 2, stand nº 129.

¿Hablamos de sostenibilidad? 🌱

#GRAFIbérica #gestióndelagua #sostenibilidad
-----
Estamos no Porto! 🌧️💧
A GRAF Ibérica está presente na feira enerh2o, o ponto de encontro das soluções mais inovadoras para a gestão da água. Visite-nos na Exponor, Pavilhão 2, stand nº 129.

Falamos de sustentabilidade? 🌱

#GRAFIbérica #gestãodágua #sustentabilidade",#GRAFIbérica #gestióndelagua #sostenibilidad #GRAFIbérica #gestãodágua #sustentabilidade
"Wed, 24 Sep 2025 05:00:50 GMT","Hoy celebramos el Día Mundial de los Ríos 🌊 

En GRAF protegemos estos ecosistemas esenciales con soluciones sostenibles para la infiltración y gestión del agua de lluvia.  Nuestros depósitos soterrados ayudan a reducir la sobrecarga de los cauces y a conservar el equilibrio natural. 

Por un futuro con ríos limpios y vivos.

#GRAFIbérica #DíaMundialdelosRíos #gestióndelagua
----
Hoje celebramos o Dia Mundial dos Rios 🌊 

Na GRAF protegemos estes ecossistemas essenciais com soluções sustentáveis para infiltração e gestão da água da chuva.  Os nossos depósitos soterrados ajudam a reduzir a sobrecarga dos cursos naturais e a preservar o equilíbrio ambiental. 

Por um futuro com rios limpos e vivos.

#GRAFIbérica #DiaMundialdosRios #gestãodaágua",#GRAFIbérica #DíaMundialdelosRíos #gestióndelagua #GRAFIbérica #DiaMundialdosRios #gestãodaágua
"Mon, 22 Sep 2025 15:06:24 GMT","Con los packs GRAF para jardín, regar con agua de lluvia es más cómodo, económico y ecológico 🌱
Incluyen filtros, bombas automáticas y conexiones listas para usar.
¡Aprovecha el agua sin esfuerzo!
#GRAFIbérica #riegojardín
----
Com os packs GRAF para jardim, regar com água da chuva é mais cómodo, económico e ecológico 🌱
Incluem filtros, bombas automáticas e ligações prontas a usar.
Aproveite a água sem esforço!
#GRAFIbérica #regaJardim",#GRAFIbérica #riegojardín #GRAFIbérica #regaJardim
"Tue, 16 Sep 2025 15:06:36 GMT","Los depósitos soterrados Carat XXL permiten almacenar hasta 56.000 litros de agua 🚜
Perfectos para proyectos públicos, comerciales o industriales.
Soluciones a gran escala, con la fiabilidad GRAF.
#GRAFIbérica #CaratXXL
----
Os depósitos enterrados Carat XXL permitem armazenar até 56.000 litros de água 🚜
Perfeitos para projetos públicos, comerciais ou industriais.
Soluções em grande escala, com a fiabilidade da GRAF.
#GRAFIbérica #CaratXXL",#GRAFIbérica #CaratXXL #GRAFIbérica #CaratXXL
"Wed, 10 Sep 2025 16:10:42 GMT","Presembrar correctamente es una de las claves para una temporada de jardinería exitosa 🌿🌞. Elegir el momento adecuado para cada tipo de planta, utilizar el sustrato correcto y prestar atención a la luz 💡 y la humedad 💧 marcará la diferencia en el desarrollo de las plántulas. Además, endurecerlas antes de trasplantarlas las hará más fuertes frente al entorno exterior 💪🌱.

Tomates 🍅, pimientos, calabazas 🎃 o girasoles 🌻: cada especie tiene su calendario. Y con pequeños gestos, como utilizar bandejas de cultivo recicladas ♻️ o proteger las raíces al trasplantar, se puede cuidar mejor del jardín desde el primer día. Descubre todos los consejos para empezar bien el año en jardinería en nuestro blog.

https://loom.ly/W31LnHM

#GRAFIbérica #jardinería #cultivoecológico
-----
Pré-germinar corretamente é uma das chaves para uma temporada de jardinagem bem-sucedida 🌿🌞. Escolher o momento certo para cada tipo de planta, usar o substrato adequado e prestar atenção à luz 💡 e à humidade 💧 fará toda a diferença no desenvolvimento das mudas. Além disso, aclimatá-las antes do transplante as tornará mais resistentes ao ambiente externo 💪🌱.

Tomates 🍅, pimentos, abóboras 🎃 ou girassóis 🌻: cada espécie tem seu próprio calendário. E com pequenos gestos, como usar bandejas recicladas ♻️ ou proteger as raízes ao transplantar, é possível cuidar melhor do jardim desde o primeiro dia. Descubra todas as dicas para começar bem o ano na jardinagem no nosso blog.

#GRAFIbérica #jardinagem #cultivoecológico",#GRAFIbérica #jardinería #cultivoecológico #GRAFIbérica #jardinagem #cultivoecológico
"Mon, 08 Sep 2025 15:05:47 GMT","Los filtros internos y externos GRAF aseguran un agua limpia y sin impurezas para riego, WC o lavadora.
Alarga la vida útil de tus instalaciones y aprovecha el agua con calidad 💧
#GRAFIbérica #filtración
----
Os filtros internos e externos da GRAF garantem água limpa e sem impurezas para rega, WC ou máquina de lavar roupa.
Prolongue a vida útil das suas instalações e aproveite a água com qualidade 💧
#GRAFIbérica #filtração",#GRAFIbérica #filtración #GRAFIbérica #filtração
"Thu, 04 Sep 2025 15:06:03 GMT","Diseñado para una instalación rápida y económica, el depósito Platin de GRAF reduce hasta un 80 % el volumen de excavación respecto a una cisterna cilíndrica.
Menos trabajo, menos costes, más eficiencia 💡
#GRAFIbérica #depósitosPlatin
----
Projetado para uma instalação rápida e económica, o depósito Platin da GRAF reduz até 80% o volume de escavação em comparação com uma cisterna cilíndrica.
Menos trabalho, menos custos, mais eficiência 💡
#GRAFIbérica #depósitosPlatin",#GRAFIbérica #depósitosPlatin #GRAFIbérica #depósitosPlatin
"Tue, 02 Sep 2025 15:06:24 GMT","💧Volver a la rutina también es una oportunidad para educar en sostenibilidad. Los sistemas de recuperación de agua de lluvia permiten enseñar con el ejemplo: cuidar los recursos empieza en casa, en la empresa o en la escuela. 

Instala una solución GRAF y convierte cada gota en una lección.
#GRAFIbérica #sostenibilidad
----
💧Recomeçar a rotina é também uma oportunidade para educar sobre sustentabilidade. Os sistemas de aproveitamento da água da chuva permitem ensinar com o exemplo: cuidar dos recursos começa em casa, na empresa ou na escola. 

Instale uma solução GRAF e transforme cada gota em uma lição.
#GRAFIbérica #sustentabilidade",#GRAFIbérica #sostenibilidad #GRAFIbérica #sustentabilidade
"Fri, 29 Aug 2025 08:02:03 GMT","💧 El agua de lluvia es gratuita y perfecta para uso no potable. Con los sistemas GRAF puedes ahorrar hasta un 50 % del agua de red en casa: inodoro, lavadora, limpieza y jardín.

#GRAFIbérica #AhorraAgua
----
💧 A água da chuva é gratuita e perfeita para usos não potáveis. Com os sistemas GRAF pode poupar até 50 % da água da rede em casa: sanita, máquina de lavar, limpeza e jardim.

#GRAFIbérica #PoupeÁgua",#GRAFIbérica #AhorraAgua #GRAFIbérica #PoupeÁgua
"Fri, 22 Aug 2025 08:02:10 GMT","🚒 Depósitos de gran capacidad, instalación sencilla. Ligereza, estabilidad frente al agua subterránea y transitabilidad hasta 40 t. Así es la solución GRAF para protección contra incendios. Instalación rápida con grúa.

#GRAFIbérica #SeguridadEficiente

-----
🚒 Depósitos de grande capacidade, instalação simples. Leves, estáveis frente à água subterrânea e com transitabilidade até 40 t. Esta é a solução GRAF para proteção contra incêndios. Instalação rápida com grua.

#GRAFIbérica #SegurançaEficiente",#GRAFIbérica #SeguridadEficiente #GRAFIbérica #SegurançaEficiente
"Wed, 20 Aug 2025 08:02:04 GMT","🌿 Más que un depósito: un elemento decorativo con vida. Algunos modelos incluyen macetero integrado para dar color y vida a tu espacio. Disponibles en distintos tamaños, desde compactos de 310 L hasta opciones de gran capacidad. Agua para tus plantas… y flores sobre el depósito 🌸

#GRAFIbérica #AguaConEstilo
----
🌿 Mais do que um depósito: um elemento decorativo com vida. Alguns modelos incluem vaso integrado para dar cor e vida ao seu espaço. Disponíveis em vários tamanhos, desde os compactos de 310 L até opções de grande capacidade. Água para as suas plantas… e flores sobre o depósito 🌸

#GRAFIbérica #ÁguaComEstilo",#GRAFIbérica #AguaConEstilo #GRAFIbérica #ÁguaComEstilo
"Thu, 14 Aug 2025 08:54:33 GMT","Los bomberos de Vogtsburg ya no necesitan desplazarse para entrenar: gracias a un depósito soterrado GRAF Carat XXL, ahora reutilizan el agua de lluvia 💧 recogida del tejado de su propio parque de bomberos.

Con una capacidad de 22.000 litros, este depósito no solo permite realizar simulacros de forma eficiente, sino que también contribuye a la sostenibilidad 🌱, evitando el desperdicio de agua potable. Fabricado con plástico reciclado y diseñado para soportar el paso de vehículos de hasta 40 toneladas 🚒, el Carat XXL se adapta perfectamente a las exigencias de un parque moderno.

Una solución práctica, ecológica y perfectamente integrada en la infraestructura, que reafirma el compromiso de GRAF con la innovación sostenible.

➡️ https://loom.ly/lz3ggaY

#GRAFIbérica #GestiónDelAgua
----
Os bombeiros de Vogtsburg já não precisam sair para treinar: graças a um depósito soterrado GRAF Carat XXL, agora reutilizam a água da chuva 💧 recolhida do telhado do próprio quartel de bombeiros.

Com uma capacidade de 22.000 litros, este depósito não só permite realizar simulações de forma eficiente, como também contribui para a sustentabilidade 🌱, evitando o desperdício de água potável. Fabricado com plástico reciclado e concebido para suportar o tráfego de veículos até 40 toneladas 🚒, o Carat XXL adapta-se perfeitamente às exigências de um quartel moderno.

Uma solução prática, ecológica e perfeitamente integrada na infraestrutura, que reafirma o compromisso da GRAF com a inovação sustentável.

#GRAFIbérica #GestãoDaÁgua",#GRAFIbérica #GestiónDelAgua #GRAFIbérica #GestãoDaÁgua
"Tue, 12 Aug 2025 08:01:45 GMT","💧 El separador Diamant está diseñado para un uso exigente y continuo. Ideal para cocinas de gran volumen, mataderos y molinos de aceite. Con diferentes capacidades y puntos de muestreo integrados, asegura un funcionamiento fiable, limpio y conforme a normativa.

#GRAFIbérica #SeparadorDiamant
-----
💧 O separador Diamant foi concebido para uso exigente e contínuo. Ideal para cozinhas de grande volume, matadouros e lagares de azeite. Com diferentes capacidades e pontos de amostragem integrados, garante um funcionamento fiável, limpo e em conformidade com as normas.

#GRAFIbérica #SeparadorDiamant",#GRAFIbérica #SeparadorDiamant #GRAFIbérica #SeparadorDiamant
"Fri, 08 Aug 2025 08:02:19 GMT","Los sistemas EcoBloc de GRAF ofrecen una gestión eficiente del agua de lluvia mediante infiltración y retención. Ideales para proyectos urbanos y zonas industriales, permiten almacenar grandes volúmenes en poco espacio. 
Una solución duradera, certificada y adaptable a cada necesidad.
#GRAFIbérica #gestiónagualluvia
----
Os sistemas EcoBloc da GRAF oferecem uma gestão eficiente da água da chuva através de infiltração e retenção. Ideais para projetos urbanos e áreas industriais, permitem armazenar grandes volumes em pouco espaço. 
Uma solução duradoura, certificada e adaptável a cada necessidade.
#GRAFIbérica #gestãoáguadachuva",#GRAFIbérica #gestiónagualluvia #GRAFIbérica #gestãoáguadachuva
"Wed, 06 Aug 2025 08:02:05 GMT","Reducir escorrentías, aliviar el sistema de alcantarillado y promover la recarga del acuífero 🌧️
Eso es lo que consigues con los módulos de infiltración GRAF.
Soluciones pensadas para la ciudad del futuro.
#GRAFIbérica #infiltración
----
Reduzir escoamentos, aliviar o sistema de esgoto e promover a recarga do aquífero 🌧️
É isso que se consegue com os módulos de infiltração da GRAF.
Soluções pensadas para a cidade do futuro.
#GRAFIbérica #infiltração",#GRAFIbérica #infiltración #GRAFIbérica #infiltração
"Mon, 04 Aug 2025 15:05:56 GMT","Septiembre es un mes ideal para iniciar el compostaje. Nuestros compostadores GARANTIA convierten los residuos orgánicos en abono de calidad, reduciendo el volumen de basura y enriqueciendo la tierra del jardín. 
Un gesto simple con grandes beneficios ambientales.
#GRAFIbérica #compostaje
----
Setembro é um mês ideal para começar a compostagem. Os nossos compostores GARANTIA transformam os resíduos orgânicos em adubo de qualidade, reduzindo o volume de lixo e enriquecendo o solo do jardim. 
Um gesto simples com grandes benefícios ambientais.
#GRAFIbérica #compostagem",#GRAFIbérica #compostaje #GRAFIbérica #compostagem
